date|lengthThreshold|languages
1321920000000|40|tk
1321920000000|40|tk
1321920000000|40|uz
1321920000000|40|uz
1321920000000|40|uz
1321920000000|40|uz
1321920000000|40|uz
1321920000000|40|uz
1321920000000|40|uz
1321920000000|40|uz
1321920000000|40|uz;tk
1321920000000|40|uz;tk
1321920000000|113|ar
1321920000000|113|tk
1321920000000|113|tk
1321920000000|113|uz
1321920000000|113|uz
1321920000000|113|uz
1321920000000|113|uz
1321920000000|113|uz
1321920000000|113|uz
1321920000000|113|uz
1321920000000|113|uz
1321920000000|113|uz;tk
1321920000000|113|uz;tk
1321920000000|97|ar
1321920000000|97|tk
1321920000000|97|tk
1321920000000|97|uz
1321920000000|97|uz
1321920000000|97|uz
1321920000000|97|uz
1321920000000|97|uz
1321920000000|97|uz
1321920000000|97|uz
1321920000000|97|uz
1321920000000|97|uz;tk
1321920000000|97|uz;tk
1321920000000|240|ar
1321920000000|240|tk
1321920000000|240|tk
1321920000000|240|uz
1321920000000|240|uz
1321920000000|240|uz
1321920000000|240|uz
1321920000000|240|uz
1321920000000|240|uz
1321920000000|240|uz
1321920000000|240|uz
1321920000000|240|uz;tk
1321920000000|240|uz;tk
1322697600000|20|ar
1322697600000|20|tk
1322697600000|20|tk
1322697600000|20|uz
1322697600000|20|uz
1322697600000|20|uz
1322697600000|20|uz
1322697600000|20|uz
1322697600000|20|uz
1322697600000|20|uz
1322697600000|20|uz
1322697600000|20|uz;tk
1322697600000|20|uz;tk
1322697600000|40|ar
1322697600000|40|tk
1322697600000|40|tk
1322697600000|40|uz
1322697600000|40|uz
1322697600000|40|uz
1322697600000|40|uz
1322697600000|40|uz
1322697600000|40|uz
1322697600000|40|uz
1322697600000|40|uz
1322697600000|40|uz;tk
1322697600000|40|uz;tk
1322697600000|113|ar
1322697600000|113|tk
1322697600000|113|tk
1322697600000|113|uz
1322697600000|113|uz
1322697600000|113|uz
1322697600000|113|uz
1322697600000|113|uz
1322697600000|113|uz
1322697600000|113|uz
1322697600000|113|uz
1322697600000|113|uz;tk
1322697600000|113|uz;tk
1322697600000|97|ar
1322697600000|97|tk
1322697600000|97|tk
1322697600000|97|uz
1322697600000|97|uz
1322697600000|97|uz
1322697600000|97|uz
1322697600000|97|uz
1322697600000|97|uz
1322697600000|97|uz
1322697600000|97|uz
1322697600000|97|uz;tk
1322697600000|97|uz;tk
1322697600000|240|ar
1322697600000|240|tk
1322697600000|240|tk
1322697600000|240|uz
1322697600000|240|uz
1322697600000|240|uz
1322697600000|240|uz
1322697600000|240|uz
1322697600000|240|uz
1322697600000|240|uz
1322697600000|240|uz
1322697600000|240|uz;tk
1322697600000|240|uz;tk
1323302400000|20|ar
1323302400000|20|tk
1323302400000|20|tk
1323302400000|20|uz
1323302400000|20|uz
1323302400000|20|uz
1323302400000|20|uz
1323302400000|20|uz
1323302400000|20|uz
1323302400000|20|uz
1323302400000|20|uz
1323302400000|20|uz;tk
1323302400000|20|uz;tk
1323302400000|40|ar
1323302400000|40|tk
1323302400000|40|tk
1323302400000|40|uz
1323302400000|40|uz
1323302400000|40|uz
1323302400000|40|uz
1323302400000|40|uz
1323302400000|40|uz
1323302400000|40|uz
1323302400000|40|uz
1323302400000|40|uz;tk
1323302400000|40|uz;tk
1323302400000|113|ar
1323302400000|113|tk
1323302400000|113|tk
1323302400000|113|uz
1323302400000|113|uz
1323302400000|113|uz
1323302400000|113|uz
1323302400000|113|uz
1323302400000|113|uz
1323302400000|113|uz
1323302400000|113|uz
1323302400000|113|uz;tk
1323302400000|113|uz;tk
1323302400000|97|ar
1323302400000|97|tk
1323302400000|97|tk
1323302400000|97|uz
1323302400000|97|uz
1323302400000|97|uz
1323302400000|97|uz
1323302400000|97|uz
1323302400000|97|uz
1323302400000|97|uz
1323302400000|97|uz
1323302400000|97|uz;tk
1323302400000|97|uz;tk
1323302400000|240|ar
1323302400000|240|tk
1323302400000|240|tk
1323302400000|240|uz
1323302400000|240|uz
1323302400000|240|uz
1323302400000|240|uz
1323302400000|240|uz
1323302400000|240|uz
1323302400000|240|uz
1323302400000|240|uz
1323302400000|240|uz;tk
1323302400000|240|uz;tk
1323907200000|20|ar
1323907200000|20|tk
1323907200000|20|tk
1323907200000|20|uz
1323907200000|20|uz
1323907200000|20|uz
1323907200000|20|uz
1323907200000|20|uz
1323907200000|20|uz
1323907200000|20|uz
1323907200000|20|uz
1323907200000|20|uz;tk
1323907200000|20|uz;tk
1323907200000|40|ar
1323907200000|40|tk
1323907200000|40|tk
1323907200000|40|uz
1323907200000|40|uz
1323907200000|40|uz
1323907200000|40|uz
1323907200000|40|uz
1323907200000|40|uz
1323907200000|40|uz
1323907200000|40|uz
1323907200000|40|uz;tk
1323907200000|40|uz;tk
1323907200000|113|ar
1323907200000|113|tk
1323907200000|113|tk
1323907200000|113|uz
1323907200000|113|uz
1323907200000|113|uz
1323907200000|113|uz
1323907200000|113|uz
1323907200000|113|uz
1323907200000|113|uz
1323907200000|113|uz
1323907200000|113|uz;tk
1323907200000|113|uz;tk
1323907200000|97|ar
1323907200000|97|tk
1323907200000|97|tk
1323907200000|97|uz
1323907200000|97|uz
1323907200000|97|uz
1323907200000|97|uz
1323907200000|97|uz
1323907200000|97|uz
1323907200000|97|uz
1323907200000|97|uz
1323907200000|97|uz;tk
1323907200000|97|uz;tk
1323907200000|240|ar
1323907200000|240|tk
1323907200000|240|tk
1323907200000|240|uz
1323907200000|240|uz
1323907200000|240|uz
1323907200000|240|uz
1323907200000|240|uz
1323907200000|240|uz
1323907200000|240|uz
1323907200000|240|uz
1323907200000|240|uz;tk
1323907200000|240|uz;tk
1324512000000|20|ar
1324512000000|20|tk
1324512000000|20|tk
1324512000000|20|uz
1324512000000|20|uz
1324512000000|20|uz
1324512000000|20|uz
1324512000000|20|uz
1324512000000|20|uz
1324512000000|20|uz
1324512000000|20|uz
1324512000000|20|uz;tk
1324512000000|20|uz;tk
1324512000000|40|ar
1324512000000|40|tk
1324512000000|40|tk
1324512000000|40|uz
1324512000000|40|uz
1324512000000|40|uz
1324512000000|40|uz
1324512000000|40|uz
1324512000000|40|uz
1324512000000|40|uz
1324512000000|40|uz
1324512000000|40|uz;tk
1324512000000|40|uz;tk
1324512000000|113|ar
1324512000000|113|tk
1324512000000|113|tk
1324512000000|113|uz
1324512000000|113|uz
1324512000000|113|uz
1324512000000|113|uz
1324512000000|113|uz
1324512000000|113|uz
1324512000000|113|uz
1324512000000|113|uz
1324512000000|113|uz;tk
1324512000000|113|uz;tk
1324512000000|97|ar
1324512000000|97|tk
1324512000000|97|tk
1324512000000|97|uz
1324512000000|97|uz
1324512000000|97|uz
1324512000000|97|uz
1324512000000|97|uz
1324512000000|97|uz
1324512000000|97|uz
1324512000000|97|uz
1324512000000|97|uz;tk
1324512000000|97|uz;tk
1324512000000|240|ar
1324512000000|240|tk
1324512000000|240|tk
1324512000000|240|uz
1324512000000|240|uz
1324512000000|240|uz
1324512000000|240|uz
1324512000000|240|uz
1324512000000|240|uz
1324512000000|240|uz
1324512000000|240|uz
1324512000000|240|uz;tk
1324512000000|240|uz;tk
1325376000000|20|ar
1325376000000|20|tk
1325376000000|20|tk
1325376000000|20|uz
1325376000000|20|uz
1325376000000|20|uz
1325376000000|20|uz
1325376000000|20|uz
1325376000000|20|uz
1325376000000|20|uz
1325376000000|20|uz
1325376000000|20|uz;tk
1325376000000|20|uz;tk
1325376000000|40|ar
1325376000000|40|tk
1325376000000|40|tk
1325376000000|40|uz
1325376000000|40|uz
1325376000000|40|uz
1325376000000|40|uz
1325376000000|40|uz
1325376000000|40|uz
1325376000000|40|uz
1325376000000|40|uz
1325376000000|40|uz;tk
1325376000000|40|uz;tk
1325376000000|113|ar
1325376000000|113|tk
1325376000000|113|tk
1325376000000|113|uz
1325376000000|113|uz
1325376000000|113|uz
1325376000000|113|uz
1325376000000|113|uz
1325376000000|113|uz
1325376000000|113|uz
1325376000000|113|uz
1325376000000|113|uz;tk
1325376000000|113|uz;tk
1325376000000|97|ar
1325376000000|97|tk
1325376000000|97|tk
1325376000000|97|uz
1325376000000|97|uz
1325376000000|97|uz
1325376000000|97|uz
1325376000000|97|uz
1325376000000|97|uz
1325376000000|97|uz
1325376000000|97|uz
1325376000000|97|uz;tk
1325376000000|97|uz;tk
1325376000000|240|ar
1325376000000|240|tk
1325376000000|240|tk
1325376000000|240|uz
1325376000000|240|uz
1325376000000|240|uz
1325376000000|240|uz
1325376000000|240|uz
1325376000000|240|uz
1325376000000|240|uz
1325376000000|240|uz
1325376000000|240|uz;tk
1325376000000|240|uz;tk
1325980800000|20|ar
1325980800000|20|tk
1325980800000|20|tk
1325980800000|20|uz
1325980800000|20|uz
1325980800000|20|uz
1325980800000|20|uz
1325980800000|20|uz
1325980800000|20|uz
1325980800000|20|uz
1325980800000|20|uz
1325980800000|20|uz;tk
1325980800000|20|uz;tk
1325980800000|40|ar
1325980800000|40|tk
1325980800000|40|tk
1325980800000|40|uz
1325980800000|40|uz
1325980800000|40|uz
1325980800000|40|uz
1325980800000|40|uz
1325980800000|40|uz
1325980800000|40|uz
1325980800000|40|uz
1325980800000|40|uz;tk
1325980800000|40|uz;tk
1325980800000|113|ar
1325980800000|113|tk
1325980800000|113|tk
1325980800000|113|uz
1325980800000|113|uz
1325980800000|113|uz
1325980800000|113|uz
1325980800000|113|uz
1325980800000|113|uz
1325980800000|113|uz
1325980800000|113|uz
1325980800000|113|uz;tk
1325980800000|113|uz;tk
1325980800000|97|ar
1325980800000|97|tk
1325980800000|97|tk
1325980800000|97|uz
1325980800000|97|uz
1325980800000|97|uz
1325980800000|97|uz
1325980800000|97|uz
1325980800000|97|uz
1325980800000|97|uz
1325980800000|97|uz
1325980800000|97|uz;tk
1325980800000|97|uz;tk
1325980800000|240|ar
1325980800000|240|tk
1325980800000|240|tk
1325980800000|240|uz
1325980800000|240|uz
1325980800000|240|uz
1325980800000|240|uz
1325980800000|240|uz
1325980800000|240|uz
1325980800000|240|uz
1325980800000|240|uz
1325980800000|240|uz;tk
1325980800000|240|uz;tk
1326585600000|20|ar
1326585600000|20|tk
1326585600000|20|tk
1326585600000|20|uz
1326585600000|20|uz
1326585600000|20|uz
1326585600000|20|uz
1326585600000|20|uz
1326585600000|20|uz
1326585600000|20|uz
1326585600000|20|uz
1326585600000|20|uz;tk
1326585600000|20|uz;tk
1326585600000|40|ar
1326585600000|40|tk
1326585600000|40|tk
1326585600000|40|uz
1326585600000|40|uz
1326585600000|40|uz
1326585600000|40|uz
1326585600000|40|uz
1326585600000|40|uz
1326585600000|40|uz
1326585600000|40|uz
1326585600000|40|uz;tk
1326585600000|40|uz;tk
1326585600000|113|ar
1326585600000|113|tk
1326585600000|113|tk
1326585600000|113|uz
1326585600000|113|uz
1326585600000|113|uz
1326585600000|113|uz
1326585600000|113|uz
1326585600000|113|uz
1326585600000|113|uz
1326585600000|113|uz
1326585600000|113|uz;tk
1326585600000|113|uz;tk
1326585600000|97|ar
1326585600000|97|tk
1326585600000|97|tk
1326585600000|97|uz
1326585600000|97|uz
1326585600000|97|uz
1326585600000|97|uz
1326585600000|97|uz
1326585600000|97|uz
1326585600000|97|uz
1326585600000|97|uz
1326585600000|97|uz;tk
1326585600000|97|uz;tk
1326585600000|240|ar
1326585600000|240|tk
1326585600000|240|tk
1326585600000|240|uz
1326585600000|240|uz
1326585600000|240|uz
1326585600000|240|uz
1326585600000|240|uz
1326585600000|240|uz
1326585600000|240|uz
1326585600000|240|uz
1326585600000|240|uz;tk
1326585600000|240|uz;tk
1327190400000|20|ar
1327190400000|20|tk
1327190400000|20|tk
1327190400000|20|uz
1327190400000|20|uz
1327190400000|20|uz
1327190400000|20|uz
1327190400000|20|uz
1327190400000|20|uz
1327190400000|20|uz
1327190400000|20|uz
1327190400000|20|uz;tk
1327190400000|20|uz;tk
1327190400000|40|ar
1327190400000|40|tk
1327190400000|40|tk
1327190400000|40|uz
1327190400000|40|uz
1327190400000|40|uz
1327190400000|40|uz
1327190400000|40|uz
1327190400000|40|uz
1327190400000|40|uz
1327190400000|40|uz
1327190400000|40|uz;tk
1327190400000|40|uz;tk
1327190400000|113|ar
1327190400000|113|tk
1327190400000|113|tk
1327190400000|113|uz
1327190400000|113|uz
1327190400000|113|uz
1327190400000|113|uz
1327190400000|113|uz
1327190400000|113|uz
1327190400000|113|uz
1327190400000|113|uz
1327190400000|113|uz;tk
1327190400000|113|uz;tk
1327190400000|97|ar
1327190400000|97|tk
1327190400000|97|tk
1327190400000|97|uz
1327190400000|97|uz
1327190400000|97|uz
1327190400000|97|uz
1327190400000|97|uz
1327190400000|97|uz
1327190400000|97|uz
1327190400000|97|uz
1327190400000|97|uz;tk
1327190400000|97|uz;tk
1327190400000|240|ar
1327190400000|240|tk
1327190400000|240|tk
1327190400000|240|uz
1327190400000|240|uz
1327190400000|240|uz
1327190400000|240|uz
1327190400000|240|uz
1327190400000|240|uz
1327190400000|240|uz
1327190400000|240|uz
1327190400000|240|uz;tk
1327190400000|240|uz;tk
1328054400000|20|ar
1328054400000|20|tk
1328054400000|20|tk
1328054400000|20|uz
1328054400000|20|uz
1328054400000|20|uz
1328054400000|20|uz
1328054400000|20|uz
1328054400000|20|uz
1328054400000|20|uz
1328054400000|20|uz
1328054400000|20|uz;tk
1328054400000|20|uz;tk
1328054400000|40|ar
1328054400000|40|tk
1328054400000|40|tk
1328054400000|40|uz
1328054400000|40|uz
1328054400000|40|uz
1328054400000|40|uz
1328054400000|40|uz
1328054400000|40|uz
1328054400000|40|uz
1328054400000|40|uz
1328054400000|40|uz;tk
1328054400000|40|uz;tk
1328054400000|113|ar
1328054400000|113|tk
1328054400000|113|tk
1328054400000|113|uz
1328054400000|113|uz
1328054400000|113|uz
1328054400000|113|uz
1328054400000|113|uz
1328054400000|113|uz
1328054400000|113|uz
1328054400000|113|uz
1328054400000|113|uz;tk
1328054400000|113|uz;tk
1328054400000|97|ar
1328054400000|97|tk
1328054400000|97|tk
1328054400000|97|uz
1328054400000|97|uz
1328054400000|97|uz
1328054400000|97|uz
1328054400000|97|uz
1328054400000|97|uz
1328054400000|97|uz
1328054400000|97|uz
1328054400000|97|uz;tk
1328054400000|97|uz;tk
1328054400000|240|ar
1328054400000|240|tk
1328054400000|240|tk
1328054400000|240|uz
1328054400000|240|uz
1328054400000|240|uz
1328054400000|240|uz
1328054400000|240|uz
1328054400000|240|uz
1328054400000|240|uz
1328054400000|240|uz
1328054400000|240|uz;tk
1328054400000|240|uz;tk
1328659200000|20|ar
1328659200000|20|tk
1328659200000|20|tk
1328659200000|20|uz
1328659200000|20|uz
1328659200000|20|uz
1328659200000|20|uz
1328659200000|20|uz
1328659200000|20|uz
1328659200000|20|uz
1328659200000|20|uz
1328659200000|20|uz;tk
1328659200000|20|uz;tk
1328659200000|40|ar
1328659200000|40|tk
1328659200000|40|tk
1328659200000|40|uz
1328659200000|40|uz
1328659200000|40|uz
1328659200000|40|uz
1328659200000|40|uz
1328659200000|40|uz
1328659200000|40|uz
1328659200000|40|uz
1328659200000|40|uz;tk
1328659200000|40|uz;tk
1328659200000|113|ar
1328659200000|113|tk
1328659200000|113|tk
1328659200000|113|uz
1328659200000|113|uz
1328659200000|113|uz
1328659200000|113|uz
1328659200000|113|uz
1328659200000|113|uz
1328659200000|113|uz
1328659200000|113|uz
1328659200000|113|uz;tk
1328659200000|113|uz;tk
1328659200000|97|ar
1328659200000|97|tk
1328659200000|97|tk
1328659200000|97|uz
1328659200000|97|uz
1328659200000|97|uz
1328659200000|97|uz
1328659200000|97|uz
1328659200000|97|uz
1328659200000|97|uz
1328659200000|97|uz
1328659200000|97|uz;tk
1328659200000|97|uz;tk
1328659200000|240|ar
1328659200000|240|tk
1328659200000|240|tk
1328659200000|240|uz
1328659200000|240|uz
1328659200000|240|uz
1328659200000|240|uz
1328659200000|240|uz
1328659200000|240|uz
1328659200000|240|uz
1328659200000|240|uz
1328659200000|240|uz;tk
1328659200000|240|uz;tk
1329264000000|20|ar
1329264000000|20|tk
1329264000000|20|tk
1329264000000|20|uz
1329264000000|20|uz
1329264000000|20|uz
1329264000000|20|uz
1329264000000|20|uz
1329264000000|20|uz
1329264000000|20|uz
1329264000000|20|uz
1329264000000|20|uz;tk
1329264000000|20|uz;tk
1329264000000|40|ar
1329264000000|40|tk
1329264000000|40|tk
1329264000000|40|uz
1329264000000|40|uz
1329264000000|40|uz
1329264000000|40|uz
1329264000000|40|uz
1329264000000|40|uz
1329264000000|40|uz
1329264000000|40|uz
1329264000000|40|uz;tk
1329264000000|40|uz;tk
1329264000000|113|ar
1329264000000|113|tk
1329264000000|113|tk
1329264000000|113|uz
1329264000000|113|uz
1329264000000|113|uz
1329264000000|113|uz
1329264000000|113|uz
1329264000000|113|uz
1329264000000|113|uz
1329264000000|113|uz
1329264000000|113|uz;tk
1329264000000|113|uz;tk
1329264000000|97|ar
1329264000000|97|tk
1329264000000|97|tk
1329264000000|97|uz
1329264000000|97|uz
1329264000000|97|uz
1329264000000|97|uz
1329264000000|97|uz
1329264000000|97|uz
1329264000000|97|uz
1329264000000|97|uz
1329264000000|97|uz;tk
1329264000000|97|uz;tk
1329264000000|240|ar
1329264000000|240|tk
1329264000000|240|tk
1329264000000|240|uz
1329264000000|240|uz
1329264000000|240|uz
1329264000000|240|uz
1329264000000|240|uz
1329264000000|240|uz
1329264000000|240|uz
1329264000000|240|uz
1329264000000|240|uz;tk
1329264000000|240|uz;tk
1329868800000|20|ar
1329868800000|20|tk
1329868800000|20|tk
1329868800000|20|uz
1329868800000|20|uz
1329868800000|20|uz
1329868800000|20|uz
1329868800000|20|uz
1329868800000|20|uz
1329868800000|20|uz
1329868800000|20|uz
1329868800000|20|uz;tk
1329868800000|20|uz;tk
1329868800000|40|ar
1329868800000|40|tk
1329868800000|40|tk
1329868800000|40|uz
1329868800000|40|uz
1329868800000|40|uz
1329868800000|40|uz
1329868800000|40|uz
1329868800000|40|uz
1329868800000|40|uz
1329868800000|40|uz
1329868800000|40|uz;tk
1329868800000|40|uz;tk
1329868800000|113|ar
1329868800000|113|tk
1329868800000|113|tk
1329868800000|113|uz
1329868800000|113|uz
1329868800000|113|uz
1329868800000|113|uz
1329868800000|113|uz
1329868800000|113|uz
1329868800000|113|uz
1329868800000|113|uz
1329868800000|113|uz;tk
1329868800000|113|uz;tk
1329868800000|97|ar
1329868800000|97|tk
1329868800000|97|tk
1329868800000|97|uz
1329868800000|97|uz
1329868800000|97|uz
1329868800000|97|uz
1329868800000|97|uz
1329868800000|97|uz
1329868800000|97|uz
1329868800000|97|uz
1329868800000|97|uz;tk
1329868800000|97|uz;tk
1329868800000|240|ar
1329868800000|240|tk
1329868800000|240|tk
1329868800000|240|uz
1329868800000|240|uz
1329868800000|240|uz
1329868800000|240|uz
1329868800000|240|uz
1329868800000|240|uz
1329868800000|240|uz
1329868800000|240|uz
1329868800000|240|uz;tk
1329868800000|240|uz;tk
1330560000000|20|ar
1330560000000|20|tk
1330560000000|20|tk
1330560000000|20|uz
1330560000000|20|uz
1330560000000|20|uz
1330560000000|20|uz
1330560000000|20|uz
1330560000000|20|uz
1330560000000|20|uz
1330560000000|20|uz
1330560000000|20|uz;tk
1330560000000|20|uz;tk
1330560000000|40|ar
1330560000000|40|tk
1330560000000|40|tk
1330560000000|40|uz
1330560000000|40|uz
1330560000000|40|uz
1330560000000|40|uz
1330560000000|40|uz
1330560000000|40|uz
1330560000000|40|uz
1330560000000|40|uz
1330560000000|40|uz;tk
1330560000000|40|uz;tk
1330560000000|113|ar
1330560000000|113|tk
1330560000000|113|tk
1330560000000|113|uz
1330560000000|113|uz
1330560000000|113|uz
1330560000000|113|uz
1330560000000|113|uz
1330560000000|113|uz
1330560000000|113|uz
1330560000000|113|uz
1330560000000|113|uz;tk
1330560000000|113|uz;tk
1330560000000|97|ar
1330560000000|97|tk
1330560000000|97|tk
1330560000000|97|uz
1330560000000|97|uz
1330560000000|97|uz
1330560000000|97|uz
1330560000000|97|uz
1330560000000|97|uz
1330560000000|97|uz
